customer_index,segment,churn_probability,persona,secondary_persona,priority,driver_1,driver_2,driver_3,recommended_actions
49633,Low,0.9193,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Sale Notification
5606,Medium,0.9769,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
22383,Low,0.9772,Disengaged Customer,Price Sensitive Shopper,Minimal,Age,Discount_Usage_Rate,Email_Open_Rate,Newsletter
8106,High,0.9891,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,LTV_Per_Purchase,Service Recovery Campaign
42768,Low,0.9848,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Days_Since_Last_Purchase,Sale Notification
34387,Medium,0.9514,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
35092,Low,0.9851,Price Sensitive Shopper,Disengaged Customer,Minimal,Age,Discount_Usage_Rate,Email_Open_Rate,Sale Notification
30807,IMP,0.9917,Frustrated Customer,Disengaged Customer,High,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
38635,Medium,0.4603,Dormant Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Automated Re-engagement Email
29186,Low,0.7531,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Login_Frequency,Newsletter
20623,IMP,0.9908,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Email_Open_Rate,Days_Since_Last_Purchase,Priority Support | Service Recovery Campaign
10901,Low,0.9823,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Sale Notification
16409,Medium,0.987,Frustrated Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Returns_Rate,Customer_Service_Calls,Customer Feedback Survey
29658,Low,0.7066,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Age,Customer_Service_Calls,Newsletter
40371,IMP,0.9908,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Priority Support | Service Recovery Campaign
26602,Medium,0.804,Frustrated Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Returns_Rate,Mobile_App_Usage,Customer Feedback Survey
4190,Low,0.8516,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Sale Notification
23663,Medium,0.9546,Price Sensitive Shopper,Dormant Customer,Low,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Promotional Campaign
13390,Medium,0.6548,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Login_Frequency,Promotional Campaign
26050,Low,0.8196,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Engagement_Score,Session_Duration_Avg,Sale Notification
49645,Medium,0.9302,Disengaged Customer,Frustrated Customer,Low,Cart_Abandonment_Rate,Returns_Rate,Email_Open_Rate,Re-engagement Email
44653,High,0.9856,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,Session_Duration_Avg,Service Recovery Campaign
41556,High,0.993,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,Membership_Years,Service Recovery Campaign
98,IMP,0.9933,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Priority Support | Service Recovery Campaign
21408,VIP,0.9898,Frustrated Customer,Price Sensitive Shopper,Critical,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Dedicated Customer Success Outreach | Priority Support | Returns Experience Review
2769,Low,0.8564,Frustrated Customer,Disengaged Customer,Minimal,Returns_Rate,Customer_Service_Calls,Cart_Abandonment_Rate,Feedback Request
41303,Medium,0.4609,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Purchase_Frequency,Customer_Service_Calls,Promotional Campaign
47848,Low,0.9753,Disengaged Customer,Dormant Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Newsletter
19740,IMP,0.993,Frustrated Customer,Disengaged Customer,High,Customer_Service_Calls,Email_Open_Rate,Credit_Balance,Priority Support | Service Recovery Campaign
23617,Medium,0.6633,Frustrated Customer,Dormant Customer,Low,Returns_Rate,Purchase_Frequency,Customer_Service_Calls,Customer Feedback Survey
16549,Low,0.9521,Disengaged Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Email_Open_Rate,Cart_Abandonment_Rate,Newsletter
28191,High,0.9918,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,Returns_Rate,Service Recovery Campaign
29568,Low,0.8593,Frustrated Customer,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Returns_Rate,Email_Open_Rate,Feedback Request
16157,Medium,0.9153,Frustrated Customer,Price Sensitive Shopper,Low,Customer_Service_Calls,Cart_Abandonment_Rate,Returns_Rate,Customer Feedback Survey
43409,Low,0.873,Dormant Customer,Disengaged Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Newsletter Reminder
6773,Medium,0.9262,Dormant Customer,Frustrated Customer,Low,Days_Since_Last_Purchase,Purchase_Frequency,Age,Automated Re-engagement Email
45102,High,0.9764,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Days_Since_Last_Purchase,Total_Purchases,Service Recovery Campaign
351,Medium,0.516,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Returns_Rate,Promotional Campaign
2846,IMP,0.9896,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
4520,Medium,0.8903,Disengaged Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Email_Open_Rate,Mobile_App_Usage,Re-engagement Email
19672,High,0.9925,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,LTV_Per_Purchase,Average_Order_Value,Service Recovery Campaign
13937,Medium,0.978,Frustrated Customer,Disengaged Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Returns_Rate,Customer Feedback Survey
45199,High,0.8827,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
16056,Low,0.7649,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Newsletter
38053,High,0.9892,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Credit_Balance,Total_Purchases,Service Recovery Campaign
44039,Medium,0.6875,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Promotional Campaign
7387,Low,0.832,Frustrated Customer,Disengaged Customer,Minimal,Customer_Service_Calls,Returns_Rate,Email_Open_Rate,Feedback Request
15980,Medium,0.9379,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
25472,Low,0.9377,Dormant Customer,Frustrated Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Returns_Rate,Newsletter Reminder
17114,IMP,0.9917,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Priority Support | Service Recovery Campaign
29863,High,0.9879,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
23137,Low,0.9895,Price Sensitive Shopper,Frustrated Customer,Minimal,Age,Discount_Usage_Rate,Customer_Service_Calls,Sale Notification
40271,Medium,0.9563,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Promotional Campaign
18061,Low,0.6947,Disengaged Customer,Price Sensitive Shopper,Minimal,Email_Open_Rate,Customer_Service_Calls,Cart_Abandonment_Rate,Newsletter
27668,Medium,0.9877,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Total_Purchases,Promotional Campaign
29921,IMP,0.9932,Frustrated Customer,Disengaged Customer,High,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
3250,Low,0.6204,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Customer_Service_Calls,Sale Notification
8882,High,0.9764,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,LTV_Per_Purchase,Average_Order_Value,Service Recovery Campaign
35347,Low,0.8534,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Product_Reviews_Written,Pages_Per_Session,Sale Notification
21235,Low,0.9554,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Wishlist_Items,Newsletter
44626,Low,0.992,Dormant Customer,Price Sensitive Shopper,Minimal,Days_Since_Last_Purchase,Purchase_Frequency,Cart_Abandonment_Rate,Newsletter Reminder
22109,High,0.986,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
30578,High,0.9887,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Service Recovery Campaign
16722,IMP,0.9962,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Days_Since_Last_Purchase,Discount_Usage_Rate,Priority Support | Service Recovery Campaign
25411,IMP,0.9903,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Average_Order_Value,Total_Purchases,Priority Support | Service Recovery Campaign
25182,High,0.993,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,LTV_Per_Purchase,Credit_Balance,Service Recovery Campaign
5379,Low,0.9713,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Wishlist_Items,Sale Notification
49339,High,0.9886,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,LTV_Per_Purchase,Days_Since_Last_Purchase,Service Recovery Campaign
20229,Low,0.9664,Disengaged Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Email_Open_Rate,Newsletter
31596,High,0.985,Price Sensitive Shopper,Frustrated Customer,Medium,Age,Discount_Usage_Rate,Total_Purchases,Targeted Coupon
18277,High,0.9906,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,Social_Media_Engagement_Score,Service Recovery Campaign
31926,Low,0.8391,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Pages_Per_Session,Customer_Service_Calls,Sale Notification
4510,Medium,0.7703,Dormant Customer,Frustrated Customer,Low,Days_Since_Last_Purchase,Purchase_Frequency,Customer_Service_Calls,Automated Re-engagement Email
13656,Low,0.9622,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Newsletter
10136,Low,0.5833,Frustrated Customer,Disengaged Customer,Minimal,Customer_Service_Calls,Age,Email_Open_Rate,Feedback Request
39885,Medium,0.6433,Frustrated Customer,Dormant Customer,Low,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Customer_Service_Calls,Customer Feedback Survey
34550,Low,0.9515,Frustrated Customer,Dormant Customer,Minimal,Purchase_Frequency,Customer_Service_Calls,Days_Since_Last_Purchase,Feedback Request
28141,High,0.9927,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
37835,High,0.649,Frustrated Customer,Price Sensitive Shopper,Medium,Cart_Abandonment_Rate,Customer_Service_Calls,Product_Reviews_Written,Service Recovery Campaign
46919,IMP,0.9938,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Priority Support | Service Recovery Campaign
13125,High,0.9829,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Age,Total_Purchases,Service Recovery Campaign
10519,Medium,0.8127,Frustrated Customer,Disengaged Customer,Low,Returns_Rate,Purchase_Frequency,Customer_Service_Calls,Customer Feedback Survey
5341,High,0.9906,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Service Recovery Campaign
6000,Medium,0.9428,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Mobile_App_Usage,Promotional Campaign
17039,High,0.9891,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Login_Frequency,Total_Purchases,Service Recovery Campaign
14604,Medium,0.9784,Dormant Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Age,Automated Re-engagement Email
38549,Medium,0.9481,Frustrated Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Purchase_Frequency,Returns_Rate,Customer Feedback Survey
49970,High,0.9825,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,Returns_Rate,Service Recovery Campaign
46873,High,0.9746,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Days_Since_Last_Purchase,LTV_Per_Purchase,Service Recovery Campaign
47911,High,0.9907,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Days_Since_Last_Purchase,Discount_Usage_Rate,Service Recovery Campaign
22093,Medium,0.9736,Frustrated Customer,Disengaged Customer,Low,Purchase_Frequency,Customer_Service_Calls,Days_Since_Last_Purchase,Customer Feedback Survey
6829,Medium,0.8225,Dormant Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Automated Re-engagement Email
47272,IMP,0.9922,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Priority Support | Service Recovery Campaign
9142,High,0.9846,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Credit_Balance,Days_Since_Last_Purchase,Service Recovery Campaign
13213,IMP,0.965,Price Sensitive Shopper,Dormant Customer,High,Age,Discount_Usage_Rate,Total_Purchases,Loyalty Rewards | Targeted Coupon
42588,Low,0.9779,Price Sensitive Shopper,Disengaged Customer,Minimal,Age,Discount_Usage_Rate,Email_Open_Rate,Sale Notification
41690,Medium,0.8181,Dormant Customer,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Purchase_Frequency,Automated Re-engagement Email
29948,Medium,0.9275,Dormant Customer,Disengaged Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Automated Re-engagement Email
47106,IMP,0.993,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Purchase_Frequency,Returns_Rate,Priority Support | Service Recovery Campaign
3451,IMP,0.987,Price Sensitive Shopper,Disengaged Customer,High,Age,Discount_Usage_Rate,Total_Purchases,Loyalty Rewards | Targeted Coupon
22308,Medium,0.4362,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Product_Reviews_Written,Credit_Balance,Promotional Campaign
43581,Medium,0.9921,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Total_Purchases,Promotional Campaign
47663,Medium,0.9333,Disengaged Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Email_Open_Rate,Age,Re-engagement Email
3811,Medium,0.9144,Disengaged Customer,Dormant Customer,Low,Purchase_Frequency,Email_Open_Rate,Customer_Service_Calls,Re-engagement Email
31827,High,0.9909,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Returns_Rate,LTV_Per_Purchase,Service Recovery Campaign
36420,Low,0.8528,Disengaged Customer,Dormant Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Email_Open_Rate,Newsletter
47922,Low,0.9717,Dormant Customer,Disengaged Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Newsletter Reminder
37388,IMP,0.991,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Cart_Abandonment_Rate,Average_Order_Value,Priority Support | Service Recovery Campaign
31705,High,0.9794,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
47996,Low,0.9946,Frustrated Customer,Price Sensitive Shopper,Minimal,Age,Discount_Usage_Rate,Returns_Rate,Feedback Request
45137,High,0.9872,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Service Recovery Campaign
33573,High,0.9923,Price Sensitive Shopper,Dormant Customer,Medium,Age,Discount_Usage_Rate,Returns_Rate,Targeted Coupon
12660,Medium,0.6123,Dormant Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Email_Open_Rate,Automated Re-engagement Email
44255,Low,0.953,Disengaged Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Email_Open_Rate,Newsletter
33875,Medium,0.9415,Disengaged Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Re-engagement Email
48928,Medium,0.6851,Disengaged Customer,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Age,Re-engagement Email
39788,High,0.9906,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
10875,Medium,0.9917,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Total_Purchases,Promotional Campaign
44770,High,0.9912,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
16524,High,0.9767,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
4151,Low,0.7734,Dormant Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Newsletter Reminder
24161,Low,0.6061,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Login_Frequency,Newsletter
31329,Medium,0.5723,Frustrated Customer,Price Sensitive Shopper,Low,Returns_Rate,Cart_Abandonment_Rate,Customer_Service_Calls,Customer Feedback Survey
21931,High,0.9909,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Flag_Missing,Service Recovery Campaign
13287,Medium,0.9132,Disengaged Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Purchase_Frequency,Session_Duration_Avg,Re-engagement Email
28255,Medium,0.9901,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
44242,IMP,0.9696,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Product_Reviews_Written,Average_Order_Value,Priority Support | Service Recovery Campaign
5582,Low,0.9719,Price Sensitive Shopper,Disengaged Customer,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Email_Open_Rate,Sale Notification
3331,Medium,0.9915,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Total_Purchases,Promotional Campaign
74,Medium,0.9735,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
34428,High,0.9749,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,LTV_Per_Purchase,Service Recovery Campaign
23055,Low,0.9488,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Session_Duration_Avg,Newsletter
18158,High,0.9914,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Returns_Rate,Total_Purchases,Service Recovery Campaign
9467,Medium,0.9786,Price Sensitive Shopper,Dormant Customer,Low,Age,Discount_Usage_Rate,Days_Since_Last_Purchase,Promotional Campaign
33699,Medium,0.4154,Disengaged Customer,Dormant Customer,Low,Purchase_Frequency,Email_Open_Rate,Days_Since_Last_Purchase,Re-engagement Email
1297,High,0.9804,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
12513,Low,0.958,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Newsletter
21623,Low,0.9179,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Customer_Service_Calls,Sale Notification
9237,IMP,0.9836,Frustrated Customer,Disengaged Customer,High,Customer_Service_Calls,Age,Total_Purchases,Priority Support | Service Recovery Campaign
19991,Medium,0.6511,Disengaged Customer,Frustrated Customer,Low,Email_Open_Rate,Purchase_Frequency,Customer_Service_Calls,Re-engagement Email
22766,Low,0.9826,Disengaged Customer,Frustrated Customer,Minimal,Purchase_Frequency,Customer_Service_Calls,Email_Open_Rate,Newsletter
43392,Low,0.936,Frustrated Customer,Disengaged Customer,Minimal,Purchase_Frequency,Returns_Rate,Customer_Service_Calls,Feedback Request
33821,Medium,0.9001,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Wishlist_Items,Promotional Campaign
4027,High,0.9617,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Average_Order_Value,LTV_Per_Purchase,Service Recovery Campaign
48503,Medium,0.8518,Dormant Customer,Disengaged Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Automated Re-engagement Email
14792,Low,0.9066,Frustrated Customer,Disengaged Customer,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Feedback Request
40866,Medium,0.9736,Disengaged Customer,Frustrated Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Returns_Rate,Re-engagement Email
41289,IMP,0.9947,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Days_Since_Last_Purchase,Discount_Usage_Rate,Priority Support | Service Recovery Campaign
20465,Low,0.8971,Frustrated Customer,Dormant Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Feedback Request
25697,IMP,0.9892,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Priority Support | Service Recovery Campaign
43046,Low,0.7426,Frustrated Customer,Disengaged Customer,Minimal,Purchase_Frequency,Customer_Service_Calls,Wishlist_Items,Feedback Request
28354,Low,0.6973,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Login_Frequency,Sale Notification
13304,High,0.9901,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Age,Total_Purchases,Service Recovery Campaign
8309,High,0.9627,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
12841,Low,0.9664,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Age,Email_Open_Rate,Sale Notification
11752,Low,0.7263,Frustrated Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Customer_Service_Calls,Returns_Rate,Feedback Request
19687,Medium,0.9774,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Promotional Campaign
16986,Low,0.9983,Frustrated Customer,Disengaged Customer,Minimal,Purchase_Frequency,Returns_Rate,Customer_Service_Calls,Feedback Request
13057,IMP,0.9637,Price Sensitive Shopper,Disengaged Customer,High,Age,Discount_Usage_Rate,Total_Purchases,Loyalty Rewards | Targeted Coupon
7303,Low,0.9749,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Pages_Per_Session,Customer_Service_Calls,Sale Notification
9635,Medium,0.9962,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Cart_Abandonment_Rate,Promotional Campaign
5207,Low,0.9709,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Sale Notification
37085,Low,0.8618,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Newsletter
26853,IMP,0.9912,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Returns_Rate,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
30711,IMP,0.9967,Frustrated Customer,Disengaged Customer,High,Customer_Service_Calls,Cart_Abandonment_Rate,Email_Open_Rate,Priority Support | Service Recovery Campaign
8400,Low,0.7017,Price Sensitive Shopper,Frustrated Customer,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Customer_Service_Calls,Sale Notification
18275,Medium,0.6571,Dormant Customer,Price Sensitive Shopper,Low,Days_Since_Last_Purchase,Purchase_Frequency,Cart_Abandonment_Rate,Automated Re-engagement Email
39738,Medium,0.4818,Disengaged Customer,Frustrated Customer,Low,Email_Open_Rate,Returns_Rate,Engagement_Score,Re-engagement Email
10453,High,0.9942,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Days_Since_Last_Purchase,Returns_Rate,Service Recovery Campaign
40927,Low,0.9379,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Age,Newsletter
28190,Medium,0.9947,Dormant Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Age,Automated Re-engagement Email
40106,Medium,0.9572,Price Sensitive Shopper,Dormant Customer,Low,Age,Discount_Usage_Rate,Days_Since_Last_Purchase,Promotional Campaign
41100,Low,0.9816,Disengaged Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Email_Open_Rate,Cart_Abandonment_Rate,Newsletter
28073,IMP,0.9914,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Priority Support | Service Recovery Campaign
1390,High,0.9943,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Returns_Rate,Membership_Years,Service Recovery Campaign
26390,Low,0.9893,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Returns_Rate,Purchase_Frequency,Sale Notification
43475,High,0.9978,Disengaged Customer,Frustrated Customer,Medium,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Product Discovery Campaign
24928,High,0.9923,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
8661,IMP,0.9913,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,LTV_Per_Purchase,Returns_Rate,Priority Support | Service Recovery Campaign
835,Low,0.6606,Frustrated Customer,Disengaged Customer,Minimal,Returns_Rate,Purchase_Frequency,Mobile_App_Usage,Feedback Request
16359,Medium,0.4253,Disengaged Customer,Dormant Customer,Low,Customer_Service_Calls,Cart_Abandonment_Rate,Session_Duration_Avg,Re-engagement Email
49152,Low,0.6233,Dormant Customer,Disengaged Customer,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Newsletter Reminder
31317,Medium,0.9408,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Promotional Campaign
